Date,low,high,open,close,vol,polarity,subjectivity,AVGprice,polNorm
9/4/15,227.2,232.5,227.2,231.4,7070.6,0.141450216,0.541430175,229.85,0.570725108
9/5/15,230.1,237.2,231.4,236,5615.3,0,0,233.65,0.5
9/6/15,235.5,244.8,236.2,241.3,5273.5,0,0,240.15,0.5
9/7/15,239.2,243,241.3,241.3,4902.6,-0.041666667,0.666666667,241.1,0.479166667
9/8/15,240.3,247.8,241.3,244.1,8298,0.067272727,0.300909091,244.05,0.533636364
9/9/15,238.6,244.7,244.2,238.8,6819.4,0,0,241.65,0.5
9/10/15,236.7,241.4,238.7,238.5,5812.4,0.141450216,0.541430175,239.05,0.570725108
9/11/15,238.5,241.5,238.6,240.9,5856.6,0,0,240,0.5
9/12/15,235.3,241.1,240.9,236.5,5480.2,0.1,0.203571429,238.2,0.55
9/13/15,229.7,236.9,236.5,230.8,5004.4,0,0,233.3,0.5
9/14/15,228,234,230.8,231,7984.6,-0.21547619,0.527380952,231,0.392261905
9/15/15,230.3,232.4,231,230.6,7118.3,0,0,231.35,0.5
9/16/15,226.8,232,230.7,229.7,7655.7,0.057692308,0.404487179,229.4,0.528846154
9/17/15,229,235.9,229.7,233.3,7528,0,0,232.45,0.5
9/18/15,231.8,235,233.3,233.8,4688.5,0.033333333,0.166666667,233.4,0.516666667
9/19/15,232,234.3,233.8,232.9,3604.6,0,0,233.15,0.5
9/20/15,231.8,234,232.9,232.2,3683.6,0,0,232.9,0.5
9/21/15,226.9,233.6,232.3,227.3,7599.8,0,0,230.25,0.5
9/22/15,224.4,232.5,227.3,231.3,8901,0.080258799,0.416966874,228.45,0.5401294
9/23/15,229.3,233,231.3,230.3,6357.7,0.194090909,0.455909091,231.15,0.597045455
9/24/15,230.1,236,230.3,235.3,9375.1,0,0,233.05,0.5
9/25/15,234,237.6,235.4,235.9,6186.9,-0.03,0.625,235.8,0.485
9/26/15,233.5,236.2,235.9,234.7,4168,0,0,234.85,0.5
9/27/15,233.2,235,234.7,233.6,3302.9,0,0,234.1,0.5
9/28/15,233.5,240.5,233.5,240,8114.3,0,0,237,0.5
9/29/15,236.6,241,240,236.9,6984.7,0,0,238.8,0.5
9/30/15,236.3,238.8,236.9,237.1,5479.4,0,0,237.55,0.5
10/1/15,236.9,239.9,237.1,238.3,5676.9,0,0,238.4,0.5
10/2/15,237,239.4,238.3,238.3,5907.5,0,0,238.2,0.5
10/3/15,237.7,240.6,238.3,239.9,4332.3,0.176785714,0.547470238,239.15,0.588392857
10/4/15,239.1,240.3,239.9,239.9,3794.1,0.1,0.486904762,239.7,0.55
10/5/15,237.5,241,239.9,241,7487.6,0,0,239.25,0.5
10/6/15,240.3,248,240.9,246.6,9578.7,0,0,244.15,0.5
10/7/15,240.2,248,246.7,244,8822.1,0.375,0.416666667,244.1,0.6875
10/8/15,242.2,245.4,244,242.9,5622.5,0.111598746,0.469984326,243.8,0.555799373
10/9/15,241.1,244.9,242.9,244.4,4935,0,0,243,0.5
10/10/15,243.8,246.1,244.4,246.1,3688.5,-0.18,0.513333333,244.95,0.41
10/11/15,245.6,250,246.1,249,4323.3,0.022738095,0.326468254,247.8,0.511369048
10/12/15,245.9,249.1,249,246.4,5402.2,0,0,247.5,0.5
10/13/15,244.9,251.5,246.4,251,6502.2,0,0,248.2,0.5
10/14/15,250.2,255,251,253.3,7587.5,0,0,252.6,0.5
10/15/15,253.2,256.8,253.2,255,6678.9,0.057568027,0.509268707,255,0.528784014
10/16/15,254.9,267.6,255,263.4,9216,0.123333333,0.465333333,261.25,0.561666667
10/17/15,263,274.8,263.4,272.9,11034.2,0,0,268.9,0.5
10/18/15,262.9,273.5,272.9,265,5660,0,0,268.2,0.5
10/19/15,262,268.2,265,265.2,5364.3,0.099750658,0.524932943,265.1,0.549875329
10/20/15,264.4,273,265.1,271.1,4648.4,0.054711955,0.539953796,268.7,0.527355978
10/21/15,265,272.8,271.2,268.8,6195.1,0,0,268.9,0.5
10/22/15,268.8,280,268.8,275.8,8695.9,0,0,274.4,0.5
10/23/15,275.4,281.2,275.8,278.8,7072.9,0,0,278.3,0.5
10/24/15,278.8,284.5,278.8,284.3,5508,0,0,281.65,0.5
10/25/15,283.3,295.9,284.3,285,10695.7,0,0,289.6,0.5
10/26/15,282,287.7,285,287.1,7477.9,0.162121212,0.398484848,284.85,0.581060606
10/27/15,286.9,298,287.1,295.6,11123.7,0,0,292.45,0.5
10/28/15,295.6,308.9,295.7,304.1,16047.5,-0.058333333,0.427604167,302.25,0.470833334
10/29/15,301.8,321,304.1,316.1,12248,0,0,311.4,0.5
10/30/15,315.9,337,316.1,329.1,16830.2,0.136363636,0.454545455,326.45,0.568181818
10/31/15,306.3,334.3,329.1,314.8,15213.8,0,0,320.3,0.5
11/1/15,311.4,332,314.8,329.5,10727.7,0.160714286,0.494047619,321.7,0.580357143
11/2/15,326.1,371.8,329.4,365.2,19750,0,0,348.95,0.5
11/3/15,362.1,422.3,365.1,404.1,40167.8,0,0,392.2,0.5
11/4/15,368.2,500,404.1,410,50604.1,0,0,434.1,0.5
11/5/15,366.7,450,410,387.2,27228.2,0.268181818,0.50526418,408.35,0.634090909
11/6/15,351,395,387.2,374.1,20036.2,0,0,373,0.5
11/7/15,371.4,392,374.3,384.8,8396.1,0,0,381.7,0.5
11/8/15,363.6,389,384.8,373.8,7459,0.092916667,0.481190476,376.3,0.546458334
11/9/15,360.8,387,373.8,379.5,11225.6,0,0,373.9,0.5
11/10/15,322,382.2,379.6,337.1,16694.8,0.055289306,0.360726834,352.1,0.527644653
11/11/15,293.3,341.8,337.1,313.2,18099,0,0,317.55,0.5
11/12/15,312.2,345,313.2,336.5,15784.3,0,0,328.6,0.5
11/13/15,325,343,336.5,338.1,10203.6,0,0,334,0.5
11/14/15,329.4,339.6,338.1,334.7,6008.7,0,0,334.5,0.5
11/15/15,319.9,336.5,334.7,322.9,6329.3,0.111584596,0.509458828,328.2,0.555792298
11/16/15,316.1,334.1,322.9,332.9,7295.4,-0.101488095,0.669345238,325.1,0.449255953
11/17/15,330.1,340.7,332.8,336.5,7262.5,0,0,335.4,0.5
11/18/15,330,338,336.5,335.5,5204.3,0,0,334,0.5
11/19/15,324.9,336.4,335.5,326.4,6720.7,0,0,330.65,0.5
11/20/15,311.2,327,326.5,322.4,9324.4,0,0,319.1,0.5
11/21/15,316.3,328,322.4,327,5126,0,0,322.15,0.5
11/22/15,321,327,327,323.7,3426.2,0.047651325,0.548809207,324,0.523825663
11/23/15,322,326,323.7,323,4797.4,0,0,324,0.5
11/24/15,318,323.2,323,321,5234.7,0,0,320.6,0.5
11/25/15,316.3,330.1,321,329,7870.7,0.353636364,0.520454545,323.2,0.676818182
11/26/15,329,368.2,329,352.6,14023.7,0,0,348.6,0.5
11/27/15,348,364.5,352.6,358.2,7234.8,0,0,356.25,0.5
11/28/15,351.1,359.6,358.2,357.2,5553.3,0.106060606,0.659090909,355.35,0.553030303
11/29/15,354.3,373.6,357.2,372.2,5537.9,0,0,363.95,0.5
11/30/15,367.5,382.9,372.2,376.9,11425.8,0,0,375.2,0.5
12/1/15,354.6,378.9,376.9,362.7,9267.1,0,0,366.75,0.5
12/2/15,347.6,363.1,362.7,360,8967,0,0,355.35,0.5
12/3/15,356.5,370,360,361.8,7242.5,0.087062187,0.390950424,363.25,0.543531094
12/4/15,355.4,364.8,361.9,364,5864.7,0.191666667,0.541666667,360.1,0.595833334
12/5/15,364,390,364,388,8731.9,0.039686987,0.414419637,377,0.519843494
12/6/15,375.2,401,388,387.6,9639.7,0,0,388.1,0.5
12/7/15,383,397.6,387.5,394.7,7578.1,0,0,390.3,0.5
12/8/15,386.7,418.9,394.7,418.9,8264.8,0,0,402.8,0.5
12/9/15,401,425,417.8,418.4,13828.5,0,0,413,0.5
12/10/15,408,419.5,418.4,415.7,7117.8,0,0,413.75,0.5
12/11/15,415.7,453.1,415.7,453,13643.6,0.075914945,0.434507338,434.4,0.537957473
12/12/15,403,469.3,453,436.9,29525.4,0.392857143,0.517857143,436.15,0.696428572
12/13/15,419.4,443.8,436.9,433.8,6721.5,0,0,431.6,0.5
12/14/15,429.1,450,433.4,444,165542.8,0.12,0.276666667,439.55,0.56
12/15/15,443.8,465,444,464.3,11008.2,0,0,454.4,0.5
12/16/15,440,464.7,464.5,454,35979.1,0,0.15,452.35,0.5
12/17/15,446,456.3,454,455.5,6291.4,0.084375,0.719236111,451.15,0.5421875
12/18/15,453.3,465.1,455.5,463.2,5045.1,0,0,459.2,0.5
12/19/15,451.6,465.6,463.1,461.3,6991.4,0.136818962,0.517782068,458.6,0.568409481
12/20/15,430,461.3,461.3,442.2,8376.4,-0.016666667,0.322222222,445.65,0.491666667
12/21/15,424.7,444.4,442.4,436.8,6845.9,-0.4,0.7,434.55,0.3
12/22/15,432.6,442,436.8,433.9,6659.3,0.100811688,0.499134199,437.3,0.550405844
12/23/15,428.3,445.1,433.9,442.4,7571.5,-0.034821429,0.427678571,436.7,0.482589286
12/24/15,442.4,460,442.4,455.7,6860.2,0,0,451.2,0.5
12/25/15,450,459,455.7,455.8,3482.7,0.264285714,0.472619048,454.5,0.632142857
12/26/15,410,458.3,455.8,419.4,13505.2,0,0,434.15,0.5
12/27/15,410,429.8,419.4,424.7,5569,0,0,419.9,0.5
12/28/15,418,429.9,424.7,421.9,6929.6,0.1,0.166666667,423.95,0.55
12/29/15,419.3,433.9,421.9,433.9,6387.1,0.066666667,0.519047619,426.6,0.533333334
12/30/15,422.4,435,433.9,428,4884.6,-0.054166667,0.379166667,428.7,0.472916667
12/31/15,419,434,427.9,430.4,6480.7,0.229029605,0.450877193,426.5,0.614514803
1/1/16,427.9,437.2,430.4,435.7,3863.3,0,0,432.55,0.5
1/2/16,432.4,437.6,435.7,435.4,3276.7,0,0,435,0.5
1/3/16,425,435.8,435.4,431.9,3904.3,0.131666667,0.463333333,430.4,0.565833334
1/4/16,431.4,435.8,431.9,433.8,5894.4,0.090142496,0.436022658,433.6,0.545071248
1/5/16,430,435.6,433.8,433.3,5150.1,0,0,432.8,0.5
1/6/16,428.2,433.5,433.3,430.9,5477,0,0,430.85,0.5
1/7/16,430.6,460.2,430.7,459.1,13907.2,0,0,445.4,0.5
1/8/16,447.5,464.4,459.1,454.4,8347.1,0,0,455.95,0.5
1/9/16,447.7,456,454.4,450.4,4247.6,0.116666667,0.514930556,451.85,0.558333334
1/10/16,443,451.4,450.4,450,3954.3,0.09047619,0.557142857,447.2,0.545238095
1/11/16,445.9,452.6,450,449.2,5597.6,0,0,449.25,0.5
1/12/16,431.8,449.4,449.3,434,6596.9,-0.081770833,0.553645833,440.6,0.459114584
1/13/16,425,437.5,434,432.8,9009.2,0.075,0.475,431.25,0.5375
1/14/16,428,435.3,432.7,430,5673.6,0,0,431.65,0.5
1/15/16,357.3,430.3,430,357.5,28641.7,0,0,393.8,0.5
1/16/16,350.9,391,357.6,388.7,17985.2,0,0,370.95,0.5
1/17/16,372,391,388.7,378.5,8278.4,0.109285714,0.436969697,381.5,0.554642857
1/18/16,370.1,386.1,378.5,384.9,8711.5,0.145535714,0.445238095,378.1,0.572767857
1/19/16,370,385.5,384.8,375.3,8133.4,0,0,377.75,0.5
1/20/16,369,425.1,375.3,418.5,13874.7,0.044047619,0.629761905,397.05,0.52202381
1/21/16,403.2,424.8,418.9,409.4,8739.2,0,0,414,0.5
1/22/16,373.9,414,409,382.9,13430.1,0,0,393.95,0.5
1/23/16,382.6,398.7,382.9,387.5,6310,0,0,390.65,0.5
1/24/16,387.5,406.9,387.5,403,3550.8,0,0,397.2,0.5
1/25/16,386.4,403,403,391.4,6492,-0.055082071,0.383680556,394.7,0.472458965
1/26/16,387.8,397,391.4,391.5,6981,0.285714286,0.535714286,392.4,0.642857143
1/27/16,390.7,397.2,391.7,394.8,6324.2,0,0,393.95,0.5
1/28/16,377.1,395,394.6,379.6,9103.7,0,0,386.05,0.5
1/29/16,363.2,385,379.6,378.7,12105.3,0,0,374.1,0.5
1/30/16,375,382,378.7,378.5,4154.3,0.159899749,0.522761804,378.5,0.579949875
1/31/16,365,382.5,378.5,368,5506.8,-0.055882353,0.553921569,373.75,0.472058824
2/1/16,366.3,379,367.9,371.3,7931.2,0,0,372.65,0.5
2/2/16,371.2,374.4,371.3,372.9,6856.2,0.011111111,0.322222222,372.8,0.505555556
2/3/16,365.6,373,372.9,368.9,7148,-0.048096858,0.486839974,369.3,0.475951571
2/4/16,368.7,390.6,368.9,388,8887.8,0,0,379.65,0.5
2/5/16,383,389.4,388,384.5,7443.9,0,0,386.2,0.5
2/6/16,370,384.5,384.4,375.4,6276.7,0,0,377.25,0.5
2/7/16,373.2,379.8,375.4,377.5,4164.5,0,0,376.5,0.5
2/8/16,370.5,379.4,377.5,371.1,7094.2,0,0,374.95,0.5
2/9/16,370.1,374.9,371,372.7,8424.6,0,0,372.5,0.5
2/10/16,371.9,383.3,372.8,378.4,9736,0,0,377.6,0.5
2/11/16,360,379.5,378.5,378.2,10413.1,0,0,369.75,0.5
2/12/16,377.5,382,378.2,382,6162.2,0.125465839,0.541045549,379.75,0.56273292
2/13/16,382,396,382,391,5978.9,0,0,389,0.5
2/14/16,391,406.9,391,406.6,7557.3,0.070674603,0.710674603,398.95,0.535337302
2/15/16,394,409.1,406.6,399,6568.5,0,0,401.55,0.5
2/16/16,390,407.5,398.9,407.4,5649.4,0.203009259,0.490509259,398.75,0.60150463
2/17/16,405.7,420.1,407.4,415.2,8707.1,0,0,412.9,0.5
2/18/16,415,423.2,415.2,421.2,6518.6,0.10537518,0.458405483,419.1,0.55268759
2/19/16,416,422,421.2,420.7,5800.2,0,0,419,0.5
2/20/16,420.1,444,420.7,437.5,9368.6,0,0,432.05,0.5
2/21/16,426,448.7,438,438.6,7111.1,-0.058333333,0.615079365,437.35,0.470833334
2/22/16,431,439,438.6,437.6,5131.8,-0.045068994,0.513176407,435,0.477465503
2/23/16,414.2,440.9,437.4,420,9159,0,0,427.55,0.5
2/24/16,410,425.6,420.3,423.9,7232.3,-0.0625,0.6875,417.8,0.46875
2/25/16,418.6,426.4,423.9,423.5,6049.8,0,0,422.5,0.5
2/26/16,419.5,430.8,423.5,430.8,6782,0.146483333,0.626516667,425.15,0.573241667
2/27/16,430.1,435,430.8,433.1,5520.7,0,0,432.55,0.5
2/28/16,423,436.1,433.1,433.7,5149.9,0,0,429.55,0.5
2/29/16,431.1,442,433.7,436.4,7578.9,0,0,436.55,0.5
3/1/16,427.5,437.8,436.4,433.1,7580.2,0,0,432.65,0.5
3/2/16,418.4,435.4,433,420.4,7437.6,0.104317838,0.453684807,426.9,0.552158919
3/3/16,408.6,422.8,420.4,418.8,11833.7,0,0,415.7,0.5
3/4/16,405.5,422.2,418.8,407.4,8961.1,0.054197932,0.411872294,413.85,0.527098966
3/5/16,381.1,408.8,407.4,396.1,14903.3,-0.089204545,0.406818182,394.95,0.455397728
3/6/16,385,409.3,396.1,403.2,7676.3,0,0,397.15,0.5
3/7/16,395,418.7,403.2,412.2,9910.7,0.392857143,0.517857143,406.85,0.696428572
3/8/16,407.4,416.3,412.2,411.2,7501.5,-0.155555556,0.288888889,411.85,0.422222222
3/9/16,408.8,414,411.2,412.8,5399.4,0,0,411.4,0.5
3/10/16,410.7,416.5,412.6,416,7909.2,0,0,413.6,0.5
3/11/16,415,421,416,419.4,7041.5,0,0,418,0.5
3/12/16,406.5,421.3,419.5,410.6,6897.1,-0.048571429,0.415,413.9,0.475714286
3/13/16,410,416.4,410.6,412.5,4663.3,0,0,413.2,0.5
3/14/16,411.6,415.8,412.5,415,6672.7,0,0,413.7,0.5
3/15/16,412.5,416.9,415,415.4,7355.1,0,0,414.7,0.5
3/16/16,413,416.4,415.4,416.1,6274.8,0,0,414.7,0.5
3/17/16,415.7,419.8,416.1,418.4,6108.4,0.179487179,0.533760684,417.75,0.58974359
3/18/16,399.2,418.7,418.4,409.6,8597.6,0,0,408.95,0.5
3/19/16,404.7,411,409.7,410.2,4840.1,0,0,407.85,0.5
3/20/16,409.4,415.3,410.1,411.3,4726.1,0,0,412.35,0.5
3/21/16,406.9,412.1,411.2,412,6020.5,0.227140653,0.569907407,409.5,0.613570327
3/22/16,411,417.8,412,416.7,6124.7,0,0,414.4,0.5
3/23/16,414,419,416.7,417.5,5506.9,0.156746032,0.538095238,416.5,0.578373016
3/24/16,410,417.7,417.5,413,5064.6,0.013809524,0.481666667,413.85,0.506904762
3/25/16,411,416.9,412.9,416.4,4598.7,0.166022727,0.47875,413.95,0.583011364
3/26/16,414.4,417.8,416.4,417,3641,0,0,416.1,0.5
3/27/16,416.4,426.5,417,425.3,4658.1,0,0,421.45,0.5
3/28/16,419.6,425.4,425.3,423,5717.9,0,0,422.5,0.5
3/29/16,407.8,424.6,422.9,416.4,7361.9,0,0,416.2,0.5
3/30/16,407.6,416.4,416.4,412.8,5831.5,0,0,412,0.5
3/31/16,412.7,417.6,413,416,5235.5,0,0,415.15,0.5
4/1/16,414.1,417.7,416,417.7,5353.9,0,0,415.9,0.5
4/2/16,417,420.5,417.7,420,3952,-0.5,1,418.75,0.25
4/3/16,418.3,420.8,420,420.2,3267,0,0,419.55,0.5
4/4/16,417.6,421,420.1,419.5,5323.8,0,0,419.3,0.5
4/5/16,418,423.4,419.5,422.4,5727.7,0.108678571,0.413714286,420.7,0.554339286
4/6/16,420.6,423,422.4,421.5,5212,0.31547619,0.49047619,421.8,0.657738095
4/7/16,419.4,422.7,421.4,422,5026.3,0.123798701,0.530793651,421.05,0.561899351
4/8/16,415.7,424.6,422,419.5,6438,0,0,420.15,0.5
4/9/16,415.5,419.8,419.5,419.5,3520,0,0,417.65,0.5
4/10/16,419.5,424,419.5,423.4,2990,0.366666667,0.65,421.75,0.683333334
4/11/16,420.2,424,423.3,423.9,5093.2,0,0,422.1,0.5
4/12/16,423.1,429.8,424,427.8,6997.1,0.145833333,0.489583333,426.45,0.572916667
4/13/16,423.6,429.4,427.8,425.6,5885.1,0.135209235,0.52979798,426.5,0.567604618
4/14/16,424.5,428,425.6,426.3,4732.2,0.458333333,0.625,426.25,0.729166667
4/15/16,425.7,431.1,426.4,430.9,4184,0,0,428.4,0.5
4/16/16,429.9,434.9,430.8,433.4,4134,0.305714286,0.386428571,432.4,0.652857143
4/17/16,429.2,434.9,433.7,431,3299.7,0,0,432.05,0.5
4/18/16,428.4,434.5,431.1,431,5277.3,0,0,431.45,0.5
4/19/16,429.2,438.2,430.9,437.1,6226.6,0,0,433.7,0.5
4/20/16,436.2,444.1,437.1,443,7151,0,0,440.15,0.5
4/21/16,442,453.8,442.9,452.2,7693.4,0,0,447.9,0.5
4/22/16,445.1,453,452.2,448.4,6814.8,-0.1,0.2,449.05,0.45
4/23/16,447,455.8,448.6,455.7,4618.3,-0.032720058,0.435966811,451.4,0.483639971
4/24/16,454.6,465,455.7,464.5,6188.5,0,0,459.8,0.5
4/25/16,454.6,472.4,464.5,466.2,9493.3,0,0,463.5,0.5
4/26/16,464,472.1,466.2,470.6,7471.2,0,0,468.05,0.5
4/27/16,434,470.8,470.3,445.3,11629.5,0,0,452.4,0.5
4/28/16,434.8,451.9,445.3,451.7,7644.7,-0.038095238,0.348809524,443.35,0.480952381
4/29/16,448.5,459.4,451.7,458.8,5965.1,0.014718615,0.571320346,453.95,0.507359308
4/30/16,450.1,459.3,458.8,454,4710.3,0,0,454.7,0.5
5/1/16,451.6,457.1,454,457,2941.7,0,0,454.35,0.5
5/2/16,440,457.6,457,446.4,7694.2,0,0,448.8,0.5
5/3/16,443.6,453.3,446.5,452.2,5892.5,0.291496599,0.516921769,448.45,0.6457483
5/4/16,446.8,453.2,452.2,448.7,4883.5,0,0,450,0.5
5/5/16,447,451.6,448.6,450,5336.2,0,0,449.3,0.5
5/6/16,448.8,463.7,450,462.3,6193.8,0,0,456.25,0.5
5/7/16,459.6,464,462.3,461.9,3463.9,0,0,461.8,0.5
5/8/16,457.5,465,461.9,462.8,3275.6,0,0,461.25,0.5
5/9/16,459.4,465.9,462.6,464.2,5882.9,-0.0234375,0.4375,462.65,0.48828125
5/10/16,448.2,465,464.2,452.8,6814.3,0,0,456.6,0.5
5/11/16,452.5,458.6,452.8,454.4,5746.4,0,0,455.55,0.5
5/12/16,449.3,456.6,454.6,456.5,6119,0.037324176,0.496150593,452.95,0.518662088
5/13/16,453.8,458,456.5,458,5404.2,0,0,455.9,0.5
5/14/16,456,459.8,458,458.9,3295.2,0,0,457.9,0.5
5/15/16,458.5,463.6,458.9,461.5,3270,-0.269871795,0.697435897,461.05,0.365064103
5/16/16,451.5,461.6,461.5,455.7,6019.2,0.023343254,0.539454365,456.55,0.511671627
5/17/16,452.2,457.5,455.6,454.2,6033.9,0,0,454.85,0.5
5/18/16,453.6,457.9,454.2,455.6,5512.4,0.108269795,0.527297165,455.75,0.554134898
5/19/16,435,456.4,455.6,438.4,8412.6,0,0,445.7,0.5
5/20/16,435.5,445.8,437.9,445.6,7178.7,0,0,440.65,0.5
5/21/16,441.9,447,445.5,446.3,3945.7,0.070195853,0.391816436,444.45,0.535097927
5/22/16,440.9,446.4,446.3,442.5,3779.6,0,0,443.65,0.5
5/23/16,440.8,446.3,442.4,445.7,5659.4,0,0,443.55,0.5
5/24/16,440.5,448.5,445.6,447,6536.8,-0.009816739,0.523236652,444.5,0.495091631
5/25/16,446.9,452.4,447,451.5,6168,0,0,449.65,0.5
5/26/16,449,455,451.4,455,5843.9,0,0,452,0.5
5/27/16,454.4,476.8,455,471.3,9888,0.03531746,0.580952381,465.6,0.51765873
5/28/16,470.1,539.5,471.2,523.2,12107.5,0,0,504.8,0.5
5/29/16,491,550,523.4,525.2,9957.5,0,0,520.5,0.5
5/30/16,519,541,525.2,532.6,5960.3,0,0,530,0.5
5/31/16,520,544.9,532.6,531.3,8492,0.064635854,0.484660274,532.45,0.532317927
6/1/16,524.4,541.5,531.2,534.8,5736.7,0,0,532.95,0.5
6/2/16,531.9,541.2,534.8,537.9,6329.9,0,0,536.55,0.5
6/3/16,536,578,538.1,571.2,10203.7,0,0,557,0.5
6/4/16,564.3,594.6,571.1,576.3,6932.1,0.114488289,0.436038321,579.45,0.557244145
6/5/16,570.2,585,576.3,575.2,4984.2,0,0,577.6,0.5
6/6/16,575,588.2,575.2,586.8,6791.3,0,0,581.6,0.5
6/7/16,475,591,586.8,579.7,10079.8,0.015151515,0.559090909,533,0.507575758
6/8/16,573,584,579.7,583.2,5661.7,0,0,578.5,0.5
6/9/16,574,583.5,583.2,577.5,4979.6,0.103244302,0.644992877,578.75,0.551622151
6/10/16,573.5,581,577.5,580.3,5659.5,0,0,577.25,0.5
6/11/16,580.3,610,580.3,609.5,5542.2,-0.2,0.1,595.15,0.4
6/12/16,605,687.7,609.5,677.9,18004,0,0,646.35,0.5
6/13/16,663.6,720,677.4,706,15497.4,0,0,691.8,0.5
6/14/16,650,706.4,706,685,12443.1,0,0,678.2,0.5
6/15/16,673,699.3,685,698.8,7913,0,0,686.15,0.5
6/16/16,698.8,777.7,698.8,769.8,16806.9,0,0,738.25,0.5
6/17/16,709,778.5,769.7,752.3,14007.8,0,0,743.75,0.5
6/18/16,734.8,785.2,752,759,9594.9,0,0,760,0.5
6/19/16,744.8,771.9,759,768.8,5442.6,0,0,758.35,0.5
6/20/16,701,768.9,768.9,703.1,9837.2,0,0,734.95,0.5
6/21/16,628.6,718.3,706.5,667.7,26110.7,0,0,673.45,0.5
6/22/16,568.1,680,667.9,604.5,15592.4,0,0,624.05,0.5
6/23/16,544.1,637.9,606.1,631.1,20474,0,0,591,0.5
6/24/16,631,700,631.1,670,19078.8,0,0,665.5,0.5
6/25/16,650,699,670,673.7,7691.6,0,0,674.5,0.5
6/26/16,625,675.2,673.7,638.6,5678.4,0,0,650.1,0.5
6/27/16,630,660,638.6,657.9,6624.3,0,0,645,0.5
6/28/16,638,663.5,657.9,648.4,5696.7,0,0,650.75,0.5
6/29/16,630,648.4,648.4,639.4,6485.1,0,0,639.2,0.5
6/30/16,635.1,675,639.4,673.5,7764.2,0,0,655.05,0.5
7/1/16,667,689,673.5,678.2,6839.7,0,0,678,0.5
7/2/16,676.9,705.2,678.1,705,4978,0,0,691.05,0.5
7/3/16,651,705.2,705.2,663.6,6495.7,0,0,678.1,0.5
7/4/16,653.2,683.7,664.1,682,4327.4,0.04008177,0.354254449,668.45,0.520040885
7/5/16,662.5,682.4,682,669.9,5043.8,0,0,672.45,0.5
7/6/16,665,680.8,669.8,678.8,5668.2,0,0,672.9,0.5
7/7/16,611.9,683.4,678.8,642,12281.5,0,0,647.65,0.5
7/8/16,638,667.3,642,667.3,11055.4,0,0,652.65,0.5
7/9/16,608,667.3,667.1,657.6,9607.7,0.163024525,0.4212811,637.65,0.581512263
7/10/16,641,657.6,657.6,652.4,3705.9,0,0,649.3,0.5
7/11/16,648.1,664.3,652.4,651,4815.4,0,0,656.2,0.5
7/12/16,648.6,675.5,651.2,666.6,10666.1,0.104555051,0.572013131,662.05,0.552277526
7/13/16,654.9,671.4,666.2,655.3,21882,0.187507146,0.592503469,663.15,0.593753573
7/14/16,640,664,655.3,661.6,4649.6,0,0,652,0.5
7/15/16,660.7,670,661.4,667.5,4725.7,0,0,665.35,0.5
7/16/16,662,670,667.5,666.3,2908,0,0,666,0.5
7/17/16,666,681,666.3,680,3944.4,0,0,673.5,0.5
7/18/16,670,684.9,680,675.5,4547.7,0,0,677.45,0.5
7/19/16,666.2,676.9,675.5,674,3799.8,0,0,671.55,0.5
7/20/16,664.6,675,674,666.9,3603.9,0,0,669.8,0.5
7/21/16,661.2,668.4,667.2,667.3,3967.9,0,0,664.8,0.5
7/22/16,647.6,669.9,667.3,654.7,7372,0,0,658.75,0.5
7/23/16,653.9,662.4,654.7,657.5,4379.5,0,0,658.15,0.5
7/24/16,655,666.4,657.7,661,3423.1,0,0,660.7,0.5
7/25/16,653.8,664.1,660.9,657.8,4101.5,0,0,658.95,0.5
7/26/16,645,659,658,654.1,6470.7,0,0,652,0.5
7/27/16,646.6,659,654.1,657.4,5175.1,0.021118769,0.387249373,652.8,0.510559385
7/28/16,654.1,660,657,657.4,3833,0,0,657.05,0.5
7/29/16,651,659,657.4,657,4246.2,0,0,655,0.5
7/30/16,653,659,657.2,655.9,2980.1,0.166666667,0.333333333,656,0.583333334
7/31/16,621.4,657,656,627,6299.6,0,0,639.2,0.5
8/1/16,599,629.3,627,605.2,7981.7,0.38,0.492777778,614.15,0.69
8/2/16,483,613.4,604.9,537.5,14839.3,0,0,548.2,0.5
8/3/16,519.3,576,538.8,573.4,20292.9,0,0,547.65,0.5
8/4/16,562.1,600,573.4,587.5,9514.3,0,0,581.05,0.5
8/5/16,570.4,592.9,587.5,583,5478.4,0,0,581.65,0.5
8/6/16,574.5,591.7,583,591.7,3907.9,0,0,583.1,0.5
8/7/16,587.2,598.6,591.7,595.1,3288.7,0.131949216,0.574203905,592.9,0.565974608
8/8/16,590,596,595.1,591.5,3852,0,0,593,0.5
8/9/16,585.4,594,591.6,586.4,4817.6,0,0,589.7,0.5
8/10/16,583.3,601.1,586.8,594.9,9439.7,0,0,592.2,0.5
8/11/16,585.6,600,594.9,587.9,5062.6,0,0,592.8,0.5
8/12/16,583.6,590.1,587.9,587.7,3870.9,0,0,586.85,0.5
8/13/16,586,589.5,587.7,586.4,2839.7,0,0,587.75,0.5
8/14/16,565.2,586.5,586.4,575,4154.5,0.053246753,0.380519481,575.85,0.526623377
8/15/16,561.6,575,575,567.8,4403.2,0,0,568.3,0.5
8/16/16,566.1,582,567.8,579,4692.5,0,0,574.05,0.5
8/17/16,569.7,582,579,574.4,4509.8,0,0,575.85,0.5
8/18/16,573,577,574.4,574.1,3965,0,0,575,0.5
